quarter,F2,F3,F5,F6,F4,HPI
2019-04-01,1.8088802735115372,0.3754353556987944,1.369654717368407,3.6801922973272783,1.1139999060361117,1.8
2019-07-01,0.624432527936869,-3.6626881607228157,1.8821148892141704,4.2756185256473955,0.8230215476136893,1.4
2019-10-01,1.5575313196518836,-1.9183056707324453,2.5141982977279653,-2.1319467314919627,0.5828080768704336,0.9
2020-01-01,1.3453020428923157,-10.396750547105283,-7.756032734140028,-1.6029385221586034,0.10819430490813797,1.1
2020-04-01,3.061323734065313,3.9374090447671817,6.348504057692317,3.648792336086104,0.7745086296058634,1.6
2020-07-01,0.9471854192257156,-0.9965531686180751,1.155240010927816,0.9576707227012315,0.9072352382132998,1.3
2020-10-01,2.4143186803485817,-2.2834351942170983,5.941212839519405,1.8489526388933752,1.0710789525746778,1.4
2021-01-01,1.5099928457637413,-1.7948655747715647,6.157706561380083,-1.8172059234041082,0.772909328286242,1.4
2021-04-01,1.725838336315122,-2.4753200688009014,3.6305038955482427,0.9301208395706695,1.3420651249895554,2.8
2021-07-01,0.498534157393804,-2.782826593862142,1.0830296526842087,0.48863110929469045,0.950892636914058,3.2
2021-10-01,1.1572446617867937,-2.392106614303191,4.843353536409123,1.0005110250486782,0.8913743032582078,1.9
2022-01-01,0.9042598047977801,-3.3916629437989454,-2.162509028247639,-5.156848478766285,1.2461710221561395,1.8
2022-04-01,1.3021421955592638,0.1836832670609745,-3.9172143156345873,-7.608584951204833,1.5100501403045419,2.2
2022-07-01,0.8740876252762098,0.8447790106629993,-1.0090963145796938,-3.5025259110781026,0.8432183149831074,0.9
2022-10-01,0.6160508782970808,9.474054978684233,5.139432071548344,1.1788316804778542,0.34249073379555295,-1.7
2023-01-01,-0.7372782601213101,19.96587187773229,5.596050551156528,1.73572929350716,-0.033585016861559236,-0.9
2023-04-01,0.45757543789433086,13.118891055947746,1.8534299713210522,0.6691039720110314,0.42849617851858923,0.2
2023-07-01,-0.19576352405935582,9.767183453913031,-1.5261655297815757,-2.667204972938242,0.009699799950557697,0.2
2023-10-01,1.1855508348066035,9.537371160994201,4.040633500343449,6.551273126108814,-0.10993121659894634,-0.8
2024-01-01,0.06523116269141482,6.9335149685599395,3.539704576317293,1.5089115580835255,-0.1652374169161086,0.1
2024-04-01,1.2610180717073094,4.088661789454395,0.05101127922690907,-0.14441424119570057,0.45914605819996623,1.8
2024-07-01,0.24373817113756413,1.0622877006953635,2.77373670088763,2.843081499082012,0.28806447919671463,1.6
2024-10-01,1.7342714669159376,-1.6095832865151594,0.1436654459495479,1.2685495241063327,0.44326609784035576,0.6
2025-01-01,0.07662707803413049,0.9471676290958797,1.684484761850702,-1.4766188931896629,0.348371779308021,1.2
2025-04-01,1.1624187586899204,-0.38942361883715915,2.400344691919387,0.9628436072635083,1.0923849332392654,1.7
2025-07-01,0.17387794045455873,0.022973097375511564,2.5374399476042253,0.8119026470532864,0.564402884953985,1.5
2025-10-01,1.4490105838137257,2.8879992463328286,1.6616143047921028,0.5521337057040165,0.6580512374820158,0.6
