date,saving,trend,cycle
2010-10-01,12.41,12.784910142711439,-0.37491014271143897
2011-01-01,12.37,12.72677366661573,-0.3567736666157302
2011-04-01,12.56,12.668615117470171,-0.10861511747017083
2011-07-01,12.2,12.611683176295706,-0.41168317629570694
2011-10-01,12.82,12.557158639664856,0.2628413603351447
2012-01-01,11.98,12.505965002164961,-0.5259650021649609
2012-04-01,12.36,12.459190034233576,-0.09919003423357609
2012-07-01,11.98,12.417592778181897,-0.43759277818189624
2012-10-01,11.63,12.381870282549725,-0.7518702825497243
2013-01-01,12.12,12.35244610039049,-0.23244610039049007
2013-04-01,12.17,12.329273865831023,-0.15927386583102354
2013-07-01,11.95,12.312161934185418,-0.3621619341854192
2013-10-01,12.29,12.300819114601621,-0.010819114601622104
2014-01-01,12.32,12.294727865018713,0.025272134981287664
2014-04-01,12.07,12.29336388142915,-0.2233638814291492
2014-07-01,12.58,12.296218654909751,0.2837813450902491
2014-10-01,12.32,12.30264407411144,0.01735592588856072
2015-01-01,12.58,12.312169391025824,0.267830608974176
2015-04-01,12.38,12.32433470509819,0.055665294901810825
2015-07-01,12.48,12.338847509904431,0.1411524900955694
2015-10-01,12.62,12.355450089829755,0.26454991017024376
2016-01-01,12.73,12.373972949565673,0.3560270504343279
2016-04-01,12.56,12.394411937497555,0.1655880625024455
2016-07-01,12.65,12.41698541891729,0.23301458108270978
2016-10-01,12.23,12.442015251655828,-0.2120152516558278
2017-01-01,12.27,12.469968927657291,-0.19996892765729157
2017-04-01,12.46,12.501181429333524,-0.04118142933352331
2017-07-01,12.44,12.535862758516588,-0.09586275851658854
2017-10-01,12.62,12.57419717864521,0.04580282135478875
2018-01-01,12.23,12.616309038934054,-0.3863090389340531
2018-04-01,12.44,12.662351315361134,-0.22235131536113428
2018-07-01,12.48,12.712235540755128,-0.2322355407551271
2018-10-01,12.82,12.765734278372612,0.054265721627388075
2019-01-01,13.35,12.82247494425719,0.5275250557428102
2019-04-01,13.14,12.88211887052847,0.25788112947152975
2019-07-01,12.91,12.94465709246591,-0.034657092465909756
2019-10-01,12.66,13.010241821054874,-0.35024182105487434
2020-01-01,17.08,13.079003606597936,4.000996393402062
2020-04-01,25.1,13.150854098259508,11.949145901740494
2020-07-01,16.52,13.225551401283212,3.2944485987167873
2020-10-01,19.11,13.302763503767924,5.8072364962320755
2021-01-01,20.43,13.382129924186717,7.047870075813282
2021-04-01,18.81,13.463321787156143,5.346678212843855
2021-07-01,15.06,13.5461005527568,1.513899447243201
2021-10-01,14.98,13.630375604952318,1.349624395047682
2022-01-01,14.22,13.716260848194187,0.5037391518058136
2022-04-01,12.81,13.80413036884746,-0.9941303688474594
2022-07-01,13.31,13.894673090247077,-0.584673090247076
2022-10-01,13.47,13.98795660424745,-0.5179566042474502
2023-01-01,13.77,14.083683082021592,-0.31368308202159234
2023-04-01,13.93,14.18123097186485,-0.25123097186484955
2023-07-01,14.15,14.279782670146316,-0.12978267014631584
2023-10-01,14.84,14.378363553877664,0.4616364461223359
2024-01-01,15.15,14.47591788590172,0.6740821140982796
2024-04-01,15.23,14.571678451840148,0.6583215481598526
2024-07-01,15.02,14.665299338635904,0.3547006613640953
2024-10-01,14.81,14.756846084199548,0.05315391580045237
2025-01-01,15.06,14.84660591435499,0.21339408564501028
2025-04-01,15.14,14.934899276123524,0.20510072387647682
2025-07-01,14.78,15.022179987829968,-0.24217998782996908
2025-10-01,14.42,15.109030055751571,-0.6890300557515712
